Base,MD,FY,Manpower_Ops,Manpower_Mx,Manpower_Support_Staff,Operating_Material,Mx_Consumables,Mx_DLR,Mx_Depot_AC,Mx_Depot_Missile,Mx_Depot_Engine,CLS,Total_O.S,Avg_Inv,TAI,End_Strength,FH
ALTUS AFB (OK),SVC WIDE SPT,2009,NA,NA,136463,NA,NA,NA,NA,NA,NA,NA,136463,NA,NA,18,NA
ALTUS AFB (OK),SVC WIDE SPT,2010,NA,NA,157199,NA,NA,NA,NA,NA,NA,NA,157199,NA,NA,14,NA
ALTUS AFB (OK),SVC WIDE SPT,2011,NA,NA,144050,NA,NA,NA,NA,NA,NA,NA,144050,NA,NA,12,NA
ALTUS AFB (OK),SVC WIDE SPT,2012,NA,NA,139892,NA,NA,NA,NA,NA,NA,NA,139892,NA,NA,12,NA
ALTUS AFB (OK),SVC WIDE SPT,2013,NA,NA,125537,NA,NA,NA,NA,NA,NA,NA,125537,NA,NA,10,NA
ALTUS AFB (OK),SVC WIDE SPT,2014,NA,NA,86938,NA,NA,NA,NA,NA,NA,NA,86938,NA,NA,9,NA
ALTUS AFB (OK),WEATHER SERVICE,1996,NA,NA,209679,12100,9524,26998,NA,NA,NA,NA,258301,NA,NA,21,NA
ALTUS AFB (OK),WEATHER SERVICE,1997,NA,NA,251514,61428,5102,19552,NA,NA,NA,NA,358313,NA,NA,22,NA
ALTUS AFB (OK),WEATHER SERVICE,1998,NA,NA,208625,27525,12994,136503,NA,NA,NA,NA,407376,NA,NA,21,NA
ALTUS AFB (OK),WEATHER SERVICE,1999,NA,NA,328620,13945,17256,161886,NA,NA,NA,NA,590928,NA,NA,22,NA
ALTUS AFB (OK),WEATHER SERVICE,2000,NA,NA,230399,14382,38179,97346,NA,NA,NA,NA,471062,NA,NA,16,NA
ALTUS AFB (OK),WEATHER SERVICE,2001,NA,NA,254510,30849,8453,113621,NA,NA,NA,NA,451011,NA,NA,11,NA
ALTUS AFB (OK),WEATHER SERVICE,2002,NA,NA,84965,35776,11823,90716,NA,NA,NA,NA,230960,NA,NA,6,NA
ALTUS AFB (OK),WEATHER SERVICE,2003,NA,NA,194324,40113,14203,22668,NA,NA,NA,NA,279706,NA,NA,7,NA
ALTUS AFB (OK),WEATHER SERVICE,2004,NA,NA,334754,17725,5141,35601,NA,NA,NA,NA,400468,NA,NA,11,NA
ALTUS AFB (OK),WEATHER SERVICE,2005,NA,NA,402849,17351,5970,45950,NA,NA,NA,NA,477714,NA,NA,11,NA
ALTUS AFB (OK),WEATHER SERVICE,2006,NA,NA,420814,18997,10260,55071,NA,NA,NA,NA,525839,NA,NA,13,NA
ALTUS AFB (OK),WEATHER SERVICE,2007,NA,NA,387226,18463,7268,27414,NA,NA,NA,NA,453920,NA,NA,12,NA
ALTUS AFB (OK),WEATHER SERVICE,2008,NA,NA,281552,13718,8265,14011,NA,NA,NA,NA,326672,NA,NA,12,NA
ALTUS AFB (OK),WEATHER SERVICE,2009,NA,NA,170181,18182,742,279,NA,NA,NA,NA,231616,NA,NA,10,NA
ALTUS AFB (OK),WEATHER SERVICE,2010,NA,NA,518567,15551,1504,2448,NA,NA,NA,NA,556759,NA,NA,14,NA
ALTUS AFB (OK),WEATHER SERVICE,2011,NA,NA,289061,15856,521,5186,NA,NA,NA,NA,342281,NA,NA,14,NA
ALTUS AFB (OK),WEATHER SERVICE,2012,NA,NA,502978,18164,4299,302,NA,NA,NA,NA,540921,NA,NA,15,NA
ALTUS AFB (OK),WEATHER SERVICE,2013,NA,NA,383612,9127,11753,16528,NA,NA,NA,NA,421352,NA,NA,15,NA
ALTUS AFB (OK),WEATHER SERVICE,2014,NA,NA,NA,6748,1421,899,NA,NA,NA,NA,9068,NA,NA,13,NA
ALTUS AFB (OK),WRM EQPT,1999,NA,NA,NA,2215,NA,NA,NA,NA,NA,NA,2215,NA,NA,NA,NA
ALTUS AFB (OK),WRM EQPT,2001,NA,NA,NA,695,NA,NA,NA,NA,NA,NA,695,NA,NA,NA,NA
ALTUS AFB (OK),WRM EQPT,2002,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481493,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,1997,4879,NA,NA,NA,NA,NA,97599,NA,NA,NA,832412,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,1998,14980,NA,NA,NA,NA,NA,NA,NA,NA,NA,165864,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,1999,25240,NA,NA,NA,NA,NA,NA,NA,NA,27622,2487429,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873914,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2001,35077,NA,NA,NA,NA,NA,35085,NA,NA,NA,3066361,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2002,41618,NA,NA,NA,NA,105596,NA,NA,NA,685764,4472814,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2003,47843,NA,NA,NA,NA,NA,NA,NA,NA,8655,2759501,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,793348,5225084,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322278,1322278,NA,NA,1,NA
ANDREWS AFB (MD),A-10,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,169680,169680,NA,NA,1,NA
ANDREWS AFB (MD),A-10,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2008,NA,NA,NA,NA,418134,2412237,NA,NA,NA,NA,2830371,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2009,NA,NA,NA,NA,6931,15049,NA,NA,NA,NA,21980,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2010,NA,NA,NA,NA,2008662,4590939,NA,NA,NA,192279,6791880,NA,NA,1,NA
ANDREWS AFB (MD),A-10,2011,NA,8010,NA,NA,18473,333315,NA,NA,NA,NA,361665,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2012,NA,NA,NA,NA,63748,11745,NA,NA,NA,1068848,1248399,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2013,NA,NA,NA,NA,539450,50208,NA,NA,NA,NA,595572,NA,NA,NA,NA
ANDREWS AFB (MD),A-10,2014,NA,NA,NA,7110,96285,3248,NA,NA,NA,NA,106643,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,1996,NA,NA,3511,NA,NA,NA,NA,NA,NA,NA,3511,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,1997,NA,NA,2777,NA,NA,NA,NA,NA,NA,NA,2777,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,1998,NA,NA,1693,NA,NA,NA,NA,NA,NA,NA,1693,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,1999,NA,NA,3935,NA,NA,NA,NA,NA,NA,NA,31375,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2000,NA,NA,4668,NA,NA,NA,NA,NA,NA,NA,19959,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2001,NA,NA,6312,NA,NA,NA,NA,NA,NA,NA,6312,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2002,NA,NA,6621,NA,NA,NA,NA,NA,NA,NA,6621,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2003,NA,NA,5004,NA,NA,NA,NA,NA,NA,NA,5004,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2004,NA,NA,7408,NA,NA,NA,NA,NA,NA,NA,7408,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2005,NA,NA,6728,NA,NA,NA,NA,NA,NA,NA,6728,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2006,NA,NA,3214,NA,NA,NA,NA,NA,NA,NA,3214,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2007,NA,NA,3380,NA,NA,NA,NA,NA,NA,NA,3380,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2008,NA,NA,3244,NA,NA,NA,NA,NA,NA,NA,3244,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2009,NA,NA,7838,NA,NA,NA,NA,NA,NA,NA,7838,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2010,NA,NA,6021,NA,NA,NA,NA,NA,NA,NA,6021,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2011,NA,NA,7386,NA,NA,NA,NA,NA,NA,NA,7386,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2012,NA,NA,15762,NA,NA,NA,NA,NA,NA,NA,15762,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2013,NA,NA,14880,NA,NA,NA,NA,NA,NA,NA,14880,NA,NA,NA,NA
ANDREWS AFB (MD),AC-130,2014,NA,NA,19265,NA,1894,40720,NA,NA,NA,NA,61879,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,1999,1446,NA,NA,NA,NA,NA,NA,NA,NA,NA,123741,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,2000,1507,NA,NA,NA,NA,NA,NA,NA,NA,NA,70220,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),AT-38,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),B-1,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715323,NA,NA,NA,NA
ANDREWS AFB (MD),B-1,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,697494,2952187,NA,NA,NA,NA
ANDREWS AFB (MD),B-1,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780606,NA,NA,NA,NA
ANDREWS AFB (MD),B-1,1999,NA,NA,NA,NA,NA,2310472,NA,NA,NA,NA,3702576,NA,NA,NA,NA
ANDREWS AFB (MD),B-1,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718746,NA,NA,NA,NA
ANDREWS AFB (MD),B-1,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758908,NA,NA,NA,NA
ANDREWS AFB (MD),B-1,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240958,NA,NA,NA,NA
ANDREWS AFB (MD),B-1,2014,NA,NA,NA,NA,-58,NA,NA,NA,NA,NA,-58,NA,NA,NA,NA
ANDREWS AFB (MD),B-2,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13551,NA,NA,NA,NA
ANDREWS AFB (MD),B-2,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12001,NA,NA,NA,NA
ANDREWS AFB (MD),B-52,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113826,NA,NA,NA,NA
ANDREWS AFB (MD),B-52,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64262,NA,NA,NA,NA
ANDREWS AFB (MD),B-52,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
ANDREWS AFB (MD),B-52,2012,NA,NA,NA,NA,15,8512,NA,NA,NA,NA,8527,NA,NA,NA,NA
ANDREWS AFB (MD),C-12,1996,NA,NA,NA,2715,NA,NA,NA,NA,NA,NA,2715,NA,2,NA,NA
ANDREWS AFB (MD),C-12,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
ANDREWS AFB (MD),C-12,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
ANDREWS AFB (MD),C-12,1999,NA,NA,NA,33072,NA,NA,NA,NA,NA,NA,44251,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2000,NA,NA,NA,48531,NA,NA,NA,NA,NA,NA,52789,NA,3,NA,NA
ANDREWS AFB (MD),C-12,2001,NA,NA,NA,899,NA,NA,NA,NA,NA,NA,899,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA
ANDREWS AFB (MD),C-12,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA
ANDREWS AFB (MD),C-12,2006,9895,5713,332732,7656,NA,NA,NA,NA,NA,NA,355996,NA,2,5,NA
ANDREWS AFB (MD),C-12,2007,37383,NA,324723,186771,NA,NA,NA,NA,NA,NA,597937,NA,2,5,NA
ANDREWS AFB (MD),C-12,2008,NA,NA,NA,183642,NA,NA,NA,NA,NA,NA,316243,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2009,NA,NA,NA,275227,NA,NA,NA,NA,NA,NA,281880,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2010,NA,NA,NA,196585,NA,NA,NA,NA,NA,NA,196585,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2011,NA,NA,NA,2050,NA,NA,NA,NA,NA,NA,2050,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA
ANDREWS AFB (MD),C-12,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA
ANDREWS AFB (MD),C-130,1996,367995,NA,45032,NA,453139,6133592,304760,NA,NA,NA,22445048,NA,NA,4,NA
ANDREWS AFB (MD),C-130,1997,439518,NA,33145,NA,114199,1951710,NA,NA,NA,6395423,12301287,NA,NA,5,NA
ANDREWS AFB (MD),C-130,1998,328562,NA,18233,142943,732886,1272016,NA,NA,NA,5849974,16258321,NA,NA,4,NA
ANDREWS AFB (MD),C-130,1999,750989,NA,42554,6839,6220,6033784,NA,NA,313202,6846882,15319765,NA,NA,13,NA
ANDREWS AFB (MD),C-130,2000,430537,NA,51699,NA,NA,NA,NA,NA,NA,5841299,57239818,NA,NA,19,NA
ANDREWS AFB (MD),C-130,2001,318563,NA,69268,NA,NA,1288271,NA,NA,NA,5561456,54093879,NA,NA,24,NA
ANDREWS AFB (MD),C-130,2002,420950,NA,147508,NA,1586455,NA,NA,NA,NA,6294029,31382403,NA,NA,20,NA
ANDREWS AFB (MD),C-130,2003,831849,NA,257662,-8923,NA,NA,NA,NA,NA,4255755,49744360,NA,NA,22,NA
ANDREWS AFB (MD),C-130,2004,348332,3338,163740,NA,99223,NA,NA,NA,NA,6679455,36766875,NA,NA,13,NA
ANDREWS AFB (MD),C-130,2005,360575,NA,134982,NA,1099410,NA,NA,NA,NA,7989831,40749795,NA,NA,9,NA
ANDREWS AFB (MD),C-130,2006,358950,NA,137803,NA,622561,NA,NA,NA,NA,4131180,44337506,NA,NA,8,NA
ANDREWS AFB (MD),C-130,2007,346207,NA,129336,NA,958608,3271721,NA,NA,NA,3549289,73891693,NA,NA,8,NA
ANDREWS AFB (MD),C-130,2008,330528,NA,560896,84891,2289422,11249438,NA,NA,NA,NA,81166304,NA,NA,8,NA
ANDREWS AFB (MD),C-130,2009,366167,NA,996665,47423,280847,1696469,NA,NA,NA,NA,58933481,NA,NA,18,NA
ANDREWS AFB (MD),C-130,2010,439567,NA,304458,NA,251424,1071706,NA,NA,NA,NA,57986623,NA,NA,13,NA
ANDREWS AFB (MD),C-130,2011,461200,NA,136755,NA,4920847,19371288,NA,NA,NA,NA,32481283,NA,NA,9,NA
ANDREWS AFB (MD),C-130,2012,387489,NA,207822,22710,1409918,6032293,NA,NA,NA,1322186,19211531,NA,NA,9,NA
ANDREWS AFB (MD),C-130,2013,476940,NA,148905,-67132,3263153,4313643,NA,NA,NA,2835131,21894873,NA,NA,9,NA
ANDREWS AFB (MD),C-130,2014,668626,NA,221214,-24689,690931,4392192,NA,NA,NA,2356539,13345155,NA,NA,11,NA
ANDREWS AFB (MD),C-135,1996,349567,303196,161474,516497,26120,44158,NA,NA,NA,NA,1456968,NA,1,11,60
ANDREWS AFB (MD),C-135,1997,358603,322249,181450,160807,6471,9869,NA,NA,NA,10480,1115569,NA,NA,11,20
ANDREWS AFB (MD),C-135,1998,787,NA,NA,2,1395,13275,NA,NA,NA,8114,69430,NA,NA,NA,NA
ANDREWS AFB (MD),C-135,1999,2241,NA,NA,25,NA,11083,NA,NA,NA,7807,28235,NA,NA,NA,NA
ANDREWS AFB (MD),C-135,2000,6266,NA,NA,41,NA,NA,NA,NA,NA,10997,20788,NA,NA,NA,NA
ANDREWS AFB (MD),C-135,2001,1867,NA,NA,NA,29,NA,NA,NA,NA,1892,3788,NA,NA,NA,NA
ANDREWS AFB (MD),C-135,2002,6444,NA,NA,NA,153,NA,NA,NA,NA,34696,71875,NA,NA,NA,NA
ANDREWS AFB (MD),C-135,2003,1632,NA,NA,NA,NA,NA,NA,NA,NA,5248,10378,NA,NA,NA,NA
ANDREWS AFB (MD),C-135,2006,900,519,30248,NA,NA,NA,NA,NA,NA,NA,31667,NA,NA,NA,NA
ANDREWS AFB (MD),C-137,1996,4893934,4244740,2260632,21450056,751107,1675083,NA,NA,NA,NA,36027792,4,6,147,2399
ANDREWS AFB (MD),C-137,1997,5377325,4833731,2721743,31329162,811861,1264849,NA,NA,NA,NA,47243405,4,5,167,3167
ANDREWS AFB (MD),C-137,1998,5185471,4584705,2824438,18212468,937782,998048,NA,NA,NA,NA,33663478,4,4,162,2475
ANDREWS AFB (MD),C-137,1999,2011198,1707354,1066886,7676655,372215,412317,NA,NA,NA,NA,13612270,2,2,61,742
ANDREWS AFB (MD),C-137,2000,1374293,1133293,709936,5081036,282126,316227,NA,NA,NA,NA,9263310,1,1,41,625
ANDREWS AFB (MD),C-137,2001,1357169,965200,666248,2962239,146393,191478,NA,NA,NA,NA,6788880,1,1,37,345
ANDREWS AFB (MD),C-141,1996,NA,9179190,8141063,34611740,2111295,6163640,NA,NA,NA,NA,61247851,8,9,225,3298
ANDREWS AFB (MD),C-141,1997,NA,8916059,8142289,22668197,2182325,7548996,NA,NA,NA,NA,50208654,8,9,220,2862
ANDREWS AFB (MD),C-141,1998,NA,9434361,7584196,23021907,2684978,8909494,NA,NA,NA,NA,52759712,9,9,220,3090
ANDREWS AFB (MD),C-141,1999,2972398,12992324,9113245,20623306,3300590,6252896,NA,NA,NA,NA,56933848,8,7,829,2643
ANDREWS AFB (MD),C-141,2000,3514110,13834953,9235791,23036312,3513330,5084628,NA,NA,NA,NA,59219469,8,9,886,2020
ANDREWS AFB (MD),C-141,2001,3595480,13063233,9444729,24749861,3276666,6628818,NA,NA,NA,NA,61897531,7,9,897,2747
ANDREWS AFB (MD),C-141,2002,3369885,12487067,9296404,23798326,2190164,6305642,NA,NA,NA,NA,58406013,7,9,911,3375
ANDREWS AFB (MD),C-141,2003,2965060,12617636,8876821,40884168,2632884,8784665,NA,NA,NA,NA,78562418,7,9,834,4912
ANDREWS AFB (MD),C-141,2004,277269,9228065,7767233,53148,-10244,-25031,NA,NA,NA,NA,17383847,1,NA,46,10
ANDREWS AFB (MD),C-141,2005,34825,2588007,1048379,54,NA,NA,NA,NA,NA,NA,3671265,NA,NA,64,NA
ANDREWS AFB (MD),C-141,2006,NA,2327071,1130891,117,NA,NA,NA,NA,NA,NA,3458079,NA,NA,10,NA
ANDREWS AFB (MD),C-141,2007,NA,797801,761853,NA,NA,NA,NA,NA,NA,NA,1559654,NA,NA,10,NA
ANDREWS AFB (MD),C-141,2008,NA,NA,640987,NA,NA,NA,NA,NA,NA,NA,640987,NA,NA,10,NA
ANDREWS AFB (MD),C-141,2009,NA,NA,10080,NA,NA,NA,NA,NA,NA,NA,10080,NA,NA,NA,NA
ANDREWS AFB (MD),C-141,2010,NA,NA,37067,NA,NA,NA,NA,NA,NA,NA,37067,NA,NA,NA,NA
ANDREWS AFB (MD),C-141,2011,NA,NA,218926,NA,NA,NA,NA,NA,NA,NA,218926,NA,NA,NA,NA
ANDREWS AFB (MD),C-141,2012,NA,NA,79115,NA,NA,NA,NA,NA,NA,NA,79115,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67076,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46454,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2003,NA,NA,NA,NA,14371,NA,NA,NA,NA,2456940,2818755,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,578306,953352,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063816,1144926,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248493,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211137,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2008,33462,NA,NA,NA,27921,46168,NA,NA,NA,NA,107551,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2009,NA,NA,NA,NA,38804,168950,NA,NA,NA,NA,207754,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2010,NA,NA,NA,NA,18217,186894,NA,NA,NA,NA,205111,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2011,NA,NA,NA,NA,44120,110317,NA,NA,NA,NA,154437,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2012,NA,NA,NA,13414,92553,52025,NA,NA,NA,NA,245176,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2013,NA,NA,NA,51613,22923,82006,NA,NA,NA,NA,439876,NA,NA,NA,NA
ANDREWS AFB (MD),C-17,2014,NA,NA,NA,53384,37396,242868,NA,NA,NA,NA,333648,NA,NA,NA,NA
ANDREWS AFB (MD),C-20,1996,13982668,11370289,6458948,11747216,NA,NA,NA,NA,NA,NA,45708378,10,10,420,5105
ANDREWS AFB (MD),C-20,1997,12188604,10084328,6169283,10491375,NA,271,NA,NA,NA,NA,40984591,9,10,378,4621
ANDREWS AFB (MD),C-20,1998,12099433,9715596,6590355,12077010,NA,NA,NA,NA,NA,NA,42630381,9,10,377,5090
ANDREWS AFB (MD),C-20,1999,11396791,8744528,6045690,13154667,NA,20,NA,NA,NA,NA,41417413,9,10,346,4973
ANDREWS AFB (MD),C-20,2000,11681490,8824741,6034453,14290199,NA,1,NA,NA,NA,NA,43947408,9,10,350,3892
ANDREWS AFB (MD),C-20,2001,12214522,7954104,5996235,12565043,NA,8525,NA,NA,NA,NA,43239807,9,10,337,3956
ANDREWS AFB (MD),C-20,2002,12981787,4100906,7053405,8276916,NA,NA,NA,NA,NA,NA,40013340,8,10,294,3580
ANDREWS AFB (MD),C-20,2003,10217936,1154875,5509125,8466325,NA,NA,NA,NA,NA,NA,31621315,7,8,193,2943
ANDREWS AFB (MD),C-20,2004,11597367,948404,5969120,10243888,NA,NA,NA,NA,NA,NA,35708322,7,8,210,3323
ANDREWS AFB (MD),C-20,2005,10628470,933776,5181385,8383452,NA,640,NA,NA,NA,NA,30994479,7,8,189,2846
ANDREWS AFB (MD),C-20,2006,10087590,680731,2823133,8813331,NA,NA,NA,NA,NA,NA,29137753,7,9,144,3130
ANDREWS AFB (MD),C-20,2007,10158908,630050,1672474,9186075,27790,NA,NA,NA,NA,NA,30017793,7,9,131,3379
ANDREWS AFB (MD),C-20,2008,11067464,988254,1271023,9799746,877997,459484,NA,NA,NA,NA,38263101,7,9,129,3442
ANDREWS AFB (MD),C-20,2009,11597482,1126599,1059597,7928050,878530,339413,NA,NA,NA,NA,36764417,7,8,122,2827
ANDREWS AFB (MD),C-20,2010,12262069,993898,1190316,7342067,884359,209230,NA,NA,NA,NA,35760567,7,8,128,2585
ANDREWS AFB (MD),C-20,2011,11843989,1078902,5963092,6162047,681807,278278,NA,NA,NA,NA,38803386,7,8,186,2174
ANDREWS AFB (MD),C-20,2012,13285364,1307565,7672945,6776049,536108,178298,NA,NA,NA,NA,43003784,7,8,219,2274
ANDREWS AFB (MD),C-20,2013,12452830,1117219,5620973,5546592,564746,-1901944,NA,NA,NA,NA,35001058,7,9,191,1791
ANDREWS AFB (MD),C-20,2014,10245218,1073570,4244662,5580172,824183,278595,NA,NA,NA,NA,37807421,6,7,151,1972
ANDREWS AFB (MD),C-21,1996,14332235,14069378,6697432,5486810,77036,91156,NA,NA,NA,NA,43645975,14,14,431,7074
ANDREWS AFB (MD),C-21,1997,14339534,14402755,7303877,5965133,85840,6256,NA,NA,NA,NA,45063887,14,14,444,7458
ANDREWS AFB (MD),C-21,1998,13827923,12743014,7561256,5103068,33959,34944,NA,NA,NA,NA,42310659,12,12,431,6185
ANDREWS AFB (MD),C-21,1999,13407989,10287679,7112576,4321954,NA,24,NA,NA,NA,NA,37772225,10,10,407,5327
ANDREWS AFB (MD),C-21,2000,13055783,9862946,6744389,4731845,NA,9,NA,NA,NA,NA,38019592,10,10,392,5640
ANDREWS AFB (MD),C-21,2001,13232399,8616946,6495921,5106094,NA,9235,NA,NA,NA,NA,38443256,10,10,365,6014
ANDREWS AFB (MD),C-21,2002,15823491,4970795,8549582,4431722,NA,NA,NA,NA,NA,NA,43084452,10,10,358,5872
ANDREWS AFB (MD),C-21,2003,15416016,1710925,8161666,4959995,NA,NA,NA,NA,NA,NA,39654373,10,10,292,5596
ANDREWS AFB (MD),C-21,2004,18504713,1490385,9380045,6391378,NA,NA,NA,NA,NA,NA,46830542,11,11,337,6345
ANDREWS AFB (MD),C-21,2005,21992464,1900901,10547820,7163149,NA,1302,NA,NA,NA,NA,53688194,14,13,390,7925
ANDREWS AFB (MD),C-21,2006,21862568,1517362,9465477,7921524,NA,NA,NA,NA,NA,NA,55336408,15,14,366,8524
ANDREWS AFB (MD),C-21,2007,18910314,1114704,6733714,5305393,30253,NA,NA,NA,NA,70135,43489655,12,11,302,5568
ANDREWS AFB (MD),C-21,2008,13936778,1235317,1588779,4137719,44909,NA,NA,NA,NA,NA,37883864,9,10,165,4296
ANDREWS AFB (MD),C-21,2009,15563765,1502132,1412796,3955643,38105,NA,NA,NA,NA,NA,40174519,9,10,165,4293
ANDREWS AFB (MD),C-21,2010,15088473,1214764,1454831,3437104,41065,NA,NA,NA,NA,NA,35878226,8,9,160,3521
