Base,System,MD
HILL AFB (UT),AIRCRAFT,TG-15
HILL AFB (UT),AIRCRAFT,TG-3
HILL AFB (UT),AIRCRAFT,TG-4
HILL AFB (UT),AIRCRAFT,TG-7
HILL AFB (UT),AIRCRAFT,TG-9
HILL AFB (UT),AIRCRAFT,TH-53
HILL AFB (UT),AIRCRAFT,TU-2
HILL AFB (UT),AIRCRAFT,U-2
HILL AFB (UT),AIRCRAFT,UC-26
HILL AFB (UT),AIRCRAFT,UH-1
HILL AFB (UT),AIRCRAFT,UV-18
HILL AFB (UT),AIRCRAFT,WC-130
HILL AFB (UT),AIRCRAFT,WC-135
HILL AFB (UT),AIRCRAFT,YF-117
HILL AFB (UT),MISSILES,AGM-129
HILL AFB (UT),MISSILES,AGM-86
HILL AFB (UT),MISSILES,LGM-118
HILL AFB (UT),MISSILES,LGM-30
HILL AFB (UT),MUNITIONS,AGM-114
HILL AFB (UT),MUNITIONS,AGM-130
HILL AFB (UT),MUNITIONS,AGM-142
HILL AFB (UT),MUNITIONS,AGM-154
HILL AFB (UT),MUNITIONS,AGM-65
HILL AFB (UT),MUNITIONS,AGM-88
HILL AFB (UT),MUNITIONS,AIM
HILL AFB (UT),MUNITIONS,AIM-120
HILL AFB (UT),MUNITIONS,CBU-97
HILL AFB (UT),MUNITIONS,JDAM
HILL AFB (UT),MUNITIONS,MUNITIONS
HILL AFB (UT),MUNITIONS,PTO MUNITIONS
HILL AFB (UT),MUNITIONS,WRM AMMO
HILL AFB (UT),OTHER,ACFT STORAGE
HILL AFB (UT),OTHER,ACQ SPT
HILL AFB (UT),OTHER,ADV COMM SYS
HILL AFB (UT),OTHER,AERIAL TARGETS
HILL AFB (UT),OTHER,AFDCGS
HILL AFB (UT),OTHER,AIR TRAFFIC CONTROL
HILL AFB (UT),OTHER,AIRCOM
HILL AFB (UT),OTHER,ATCALS
HILL AFB (UT),OTHER,CBRNE DEFENSE
HILL AFB (UT),OTHER,COMMAND CENTER
HILL AFB (UT),OTHER,COUNTER-WMD PROG
HILL AFB (UT),OTHER,CTR DRUG OPS
HILL AFB (UT),OTHER,CYBER NETWORK
HILL AFB (UT),OTHER,DATA ANALYSIS
HILL AFB (UT),OTHER,DEPLOYABLE C3
HILL AFB (UT),OTHER,EW EQPT
HILL AFB (UT),OTHER,GEOBASE SYS
HILL AFB (UT),OTHER,INFO WARFARE
HILL AFB (UT),OTHER,LONG- HAUL COMM
HILL AFB (UT),OTHER,M&S
HILL AFB (UT),OTHER,MGMT SW
HILL AFB (UT),OTHER,MISSION EVALUATION
HILL AFB (UT),OTHER,MISSION PLANNING
HILL AFB (UT),OTHER,OTHER PROGRAMS
HILL AFB (UT),OTHER,PRODUCTIVY ENHANCE
HILL AFB (UT),OTHER,PRS
HILL AFB (UT),OTHER,RESERVE SPT
HILL AFB (UT),OTHER,SVC WIDE SPT
HILL AFB (UT),OTHER,SW IMPROVEMENT
HILL AFB (UT),OTHER,T&E SPT
HILL AFB (UT),OTHER,T&E SYS
HILL AFB (UT),OTHER,TACTICAL COMM
HILL AFB (UT),OTHER,TACTICAL CRYPTO
HILL AFB (UT),OTHER,TACTICAL DATA LINK
HILL AFB (UT),OTHER,TRAINING RANGE
HILL AFB (UT),OTHER,TRNG SPT
HILL AFB (UT),OTHER,WEATHER SERVICE
HILL AFB (UT),OTHER,WEATHER WARNING
HILL AFB (UT),OTHER,WRM EQPT
HILL AFB (UT),SPACE,AFSCN
HILL AFB (UT),SPACE,BMEWS
HILL AFB (UT),SPACE,CHEYENNE MTN
HILL AFB (UT),SPACE,DEF MET SAT
HILL AFB (UT),SPACE,DSCS
HILL AFB (UT),SPACE,E SPACE LNCH FAC
HILL AFB (UT),SPACE,GPS
HILL AFB (UT),SPACE,LAUNCH RANGE
HILL AFB (UT),SPACE,MCCC
HILL AFB (UT),SPACE,NORTH ATLANTIC DEF SYS
HILL AFB (UT),SPACE,NORTH WARNING SYS
HILL AFB (UT),SPACE,SBIRS
HILL AFB (UT),SPACE,SLBM RADAR WARNING
HILL AFB (UT),SPACE,SPACE OPS
HILL AFB (UT),SPACE,SPACETRACK
HOLLOMAN AFB (NM),AIRCRAFT,A-10
HOLLOMAN AFB (NM),AIRCRAFT,AT-38
HOLLOMAN AFB (NM),AIRCRAFT,B-1
HOLLOMAN AFB (NM),AIRCRAFT,B-2
HOLLOMAN AFB (NM),AIRCRAFT,C-12
HOLLOMAN AFB (NM),AIRCRAFT,C-130
HOLLOMAN AFB (NM),AIRCRAFT,C-20
HOLLOMAN AFB (NM),AIRCRAFT,C-21
HOLLOMAN AFB (NM),AIRCRAFT,C-32
HOLLOMAN AFB (NM),AIRCRAFT,C-37
HOLLOMAN AFB (NM),AIRCRAFT,C-40
HOLLOMAN AFB (NM),AIRCRAFT,C-9
HOLLOMAN AFB (NM),AIRCRAFT,CV-22
HOLLOMAN AFB (NM),AIRCRAFT,F-117
HOLLOMAN AFB (NM),AIRCRAFT,F-15
HOLLOMAN AFB (NM),AIRCRAFT,F-16
HOLLOMAN AFB (NM),AIRCRAFT,F-22
HOLLOMAN AFB (NM),AIRCRAFT,F-35
HOLLOMAN AFB (NM),AIRCRAFT,F-4
HOLLOMAN AFB (NM),AIRCRAFT,GF-4
HOLLOMAN AFB (NM),AIRCRAFT,HC-130
HOLLOMAN AFB (NM),AIRCRAFT,HH-60
HOLLOMAN AFB (NM),AIRCRAFT,KC-135
HOLLOMAN AFB (NM),AIRCRAFT,MC-130
HOLLOMAN AFB (NM),AIRCRAFT,MQ-1
HOLLOMAN AFB (NM),AIRCRAFT,MQ-9
HOLLOMAN AFB (NM),AIRCRAFT,RC-135
HOLLOMAN AFB (NM),AIRCRAFT,RQ-4
HOLLOMAN AFB (NM),AIRCRAFT,SPACE PLANE
HOLLOMAN AFB (NM),AIRCRAFT,T-1
HOLLOMAN AFB (NM),AIRCRAFT,T-37
HOLLOMAN AFB (NM),AIRCRAFT,T-38
HOLLOMAN AFB (NM),AIRCRAFT,T-43
HOLLOMAN AFB (NM),AIRCRAFT,T-6
HOLLOMAN AFB (NM),AIRCRAFT,TC-135
HOLLOMAN AFB (NM),AIRCRAFT,TU-2
HOLLOMAN AFB (NM),AIRCRAFT,U-2
HOLLOMAN AFB (NM),AIRCRAFT,UH-1
HOLLOMAN AFB (NM),AIRCRAFT,WC-135
HOLLOMAN AFB (NM),GROUND CONTROL,MQ-1/9 GROUND CNTL
HOLLOMAN AFB (NM),MUNITIONS,WRM AMMO
HOLLOMAN AFB (NM),OTHER,AIRCOM
HOLLOMAN AFB (NM),OTHER,ATCALS
HOLLOMAN AFB (NM),OTHER,CBRNE DEFENSE
HOLLOMAN AFB (NM),OTHER,COMMAND CENTER
HOLLOMAN AFB (NM),OTHER,COUNTER-WMD PROG
HOLLOMAN AFB (NM),OTHER,CTR DRUG OPS
HOLLOMAN AFB (NM),OTHER,CYBER NETWORK
HOLLOMAN AFB (NM),OTHER,DEPLOYABLE C3
HOLLOMAN AFB (NM),OTHER,DIRECTED ENERGY
HOLLOMAN AFB (NM),OTHER,EW TECH
HOLLOMAN AFB (NM),OTHER,GDIP
HOLLOMAN AFB (NM),OTHER,GEOBASE SYS
HOLLOMAN AFB (NM),OTHER,INFO WARFARE
HOLLOMAN AFB (NM),OTHER,LONG- HAUL COMM
HOLLOMAN AFB (NM),OTHER,M&S
HOLLOMAN AFB (NM),OTHER,MISSION PLANNING
HOLLOMAN AFB (NM),OTHER,MRAP
HOLLOMAN AFB (NM),OTHER,OPDEC
HOLLOMAN AFB (NM),OTHER,OTHER PROGRAMS
HOLLOMAN AFB (NM),OTHER,SVC WIDE SPT
HOLLOMAN AFB (NM),OTHER,T&E SPT
HOLLOMAN AFB (NM),OTHER,TACTICAL CMD COMM
HOLLOMAN AFB (NM),OTHER,TACTICAL DATA LINK
HOLLOMAN AFB (NM),OTHER,TBM
HOLLOMAN AFB (NM),OTHER,TRAINING RANGE
HOLLOMAN AFB (NM),OTHER,WEATHER SERVICE
HOLLOMAN AFB (NM),OTHER,WEATHER WARNING
HOLLOMAN AFB (NM),OTHER,WRM EQPT
HOLLOMAN AFB (NM),SPACE,GPS
HOLLOMAN AFB (NM),SPACE,SPACE OPS
KEESLER AFB (MS),AIRCRAFT,A-10
KEESLER AFB (MS),AIRCRAFT,AT-38
KEESLER AFB (MS),AIRCRAFT,B-1
KEESLER AFB (MS),AIRCRAFT,C-12
KEESLER AFB (MS),AIRCRAFT,C-130
KEESLER AFB (MS),AIRCRAFT,C-135
KEESLER AFB (MS),AIRCRAFT,C-141
KEESLER AFB (MS),AIRCRAFT,C-17
KEESLER AFB (MS),AIRCRAFT,C-21
KEESLER AFB (MS),AIRCRAFT,C-5
KEESLER AFB (MS),AIRCRAFT,C-9
KEESLER AFB (MS),AIRCRAFT,CV-22
KEESLER AFB (MS),AIRCRAFT,E-2
KEESLER AFB (MS),AIRCRAFT,E-9
KEESLER AFB (MS),AIRCRAFT,EC-130
KEESLER AFB (MS),AIRCRAFT,F-14
KEESLER AFB (MS),AIRCRAFT,GA-10
KEESLER AFB (MS),AIRCRAFT,HC-130
KEESLER AFB (MS),AIRCRAFT,HH-60
KEESLER AFB (MS),AIRCRAFT,KC-135
KEESLER AFB (MS),AIRCRAFT,MC-130
KEESLER AFB (MS),AIRCRAFT,MH-53
KEESLER AFB (MS),AIRCRAFT,MIG-15
KEESLER AFB (MS),AIRCRAFT,OC-135
KEESLER AFB (MS),AIRCRAFT,RC-135
KEESLER AFB (MS),AIRCRAFT,T-1
KEESLER AFB (MS),AIRCRAFT,T-37
KEESLER AFB (MS),AIRCRAFT,T-38
KEESLER AFB (MS),AIRCRAFT,T-6
KEESLER AFB (MS),AIRCRAFT,TH-53
KEESLER AFB (MS),AIRCRAFT,UH-1
KEESLER AFB (MS),AIRCRAFT,WC-130
KEESLER AFB (MS),OTHER,AIR TRAFFIC CONTROL
KEESLER AFB (MS),OTHER,AIRCOM
KEESLER AFB (MS),OTHER,ATCALS
KEESLER AFB (MS),OTHER,CBRNE DEFENSE
KEESLER AFB (MS),OTHER,COMMAND CENTER
KEESLER AFB (MS),OTHER,COUNTER-WMD PROG
KEESLER AFB (MS),OTHER,CYBER NETWORK
KEESLER AFB (MS),OTHER,GLOBAL C4I SYS
KEESLER AFB (MS),OTHER,LONG- HAUL COMM
KEESLER AFB (MS),OTHER,MGT HQ
KEESLER AFB (MS),OTHER,MISSION PLANNING
KEESLER AFB (MS),OTHER,OTHER PROGRAMS
KEESLER AFB (MS),OTHER,SVC WIDE SPT
KEESLER AFB (MS),OTHER,T&E SPT
KEESLER AFB (MS),OTHER,TACTICAL CMD COMM
KEESLER AFB (MS),OTHER,TACTICAL CRYPTO
KEESLER AFB (MS),OTHER,TRNG SPT
KEESLER AFB (MS),OTHER,WEATHER SERVICE
KEESLER AFB (MS),SPACE,DEF MET SAT
KEESLER AFB (MS),SPACE,DSCS
KIRTLAND AFB (NM),AIRCRAFT,A-10
KIRTLAND AFB (NM),AIRCRAFT,AC-130
KIRTLAND AFB (NM),AIRCRAFT,AT-38
KIRTLAND AFB (NM),AIRCRAFT,B-2
KIRTLAND AFB (NM),AIRCRAFT,B-52
KIRTLAND AFB (NM),AIRCRAFT,C-12
KIRTLAND AFB (NM),AIRCRAFT,C-130
KIRTLAND AFB (NM),AIRCRAFT,C-135
KIRTLAND AFB (NM),AIRCRAFT,C-141
KIRTLAND AFB (NM),AIRCRAFT,C-17
KIRTLAND AFB (NM),AIRCRAFT,C-21
KIRTLAND AFB (NM),AIRCRAFT,C-26
KIRTLAND AFB (NM),AIRCRAFT,C-27
KIRTLAND AFB (NM),AIRCRAFT,C-32
KIRTLAND AFB (NM),AIRCRAFT,C-38
KIRTLAND AFB (NM),AIRCRAFT,C-40
KIRTLAND AFB (NM),AIRCRAFT,C-5
KIRTLAND AFB (NM),AIRCRAFT,C-9
KIRTLAND AFB (NM),AIRCRAFT,CV-22
KIRTLAND AFB (NM),AIRCRAFT,E-8
KIRTLAND AFB (NM),AIRCRAFT,EC-130
KIRTLAND AFB (NM),AIRCRAFT,F-117
KIRTLAND AFB (NM),AIRCRAFT,F-15
KIRTLAND AFB (NM),AIRCRAFT,F-16
KIRTLAND AFB (NM),AIRCRAFT,F-22
KIRTLAND AFB (NM),AIRCRAFT,F-35
KIRTLAND AFB (NM),AIRCRAFT,HC-130
KIRTLAND AFB (NM),AIRCRAFT,HH-60
KIRTLAND AFB (NM),AIRCRAFT,KC-10
KIRTLAND AFB (NM),AIRCRAFT,KC-135
KIRTLAND AFB (NM),AIRCRAFT,LC-130
KIRTLAND AFB (NM),AIRCRAFT,MC-130
KIRTLAND AFB (NM),AIRCRAFT,MH-53
KIRTLAND AFB (NM),AIRCRAFT,MH-60
KIRTLAND AFB (NM),AIRCRAFT,MQ-1
KIRTLAND AFB (NM),AIRCRAFT,MQ-9
KIRTLAND AFB (NM),AIRCRAFT,OC-135
KIRTLAND AFB (NM),AIRCRAFT,RC-135
KIRTLAND AFB (NM),AIRCRAFT,RC-26
KIRTLAND AFB (NM),AIRCRAFT,T-1
KIRTLAND AFB (NM),AIRCRAFT,T-37
KIRTLAND AFB (NM),AIRCRAFT,T-38
KIRTLAND AFB (NM),AIRCRAFT,T-43
KIRTLAND AFB (NM),AIRCRAFT,T-6
KIRTLAND AFB (NM),AIRCRAFT,TE-8
KIRTLAND AFB (NM),AIRCRAFT,TH-1
KIRTLAND AFB (NM),AIRCRAFT,TH-53
KIRTLAND AFB (NM),AIRCRAFT,UH-1
KIRTLAND AFB (NM),AIRCRAFT,WC-130
KIRTLAND AFB (NM),MISSILES,AGM-129
KIRTLAND AFB (NM),MISSILES,LGM-118
KIRTLAND AFB (NM),MISSILES,LGM-30
KIRTLAND AFB (NM),MUNITIONS,AGM-69
KIRTLAND AFB (NM),MUNITIONS,WRM AMMO
KIRTLAND AFB (NM),OTHER,ACQ SPT
KIRTLAND AFB (NM),OTHER,AIRCOM
KIRTLAND AFB (NM),OTHER,ATCALS
KIRTLAND AFB (NM),OTHER,CBRNE DEFENSE
KIRTLAND AFB (NM),OTHER,COMMAND CENTER
KIRTLAND AFB (NM),OTHER,CTR DRUG OPS
KIRTLAND AFB (NM),OTHER,CYBER NETWORK
KIRTLAND AFB (NM),OTHER,GDIP
KIRTLAND AFB (NM),OTHER,GLOBAL C4I SYS
KIRTLAND AFB (NM),OTHER,LONG- HAUL COMM
KIRTLAND AFB (NM),OTHER,M&S
KIRTLAND AFB (NM),OTHER,MGMT SW
KIRTLAND AFB (NM),OTHER,MISSION EVALUATION
KIRTLAND AFB (NM),OTHER,MISSION PLANNING
KIRTLAND AFB (NM),OTHER,NUC WPN SPT
KIRTLAND AFB (NM),OTHER,OTHER PROGRAMS
KIRTLAND AFB (NM),OTHER,RESERVE SPT
KIRTLAND AFB (NM),OTHER,SPACE INNOVATION
KIRTLAND AFB (NM),OTHER,SPACE T&E
KIRTLAND AFB (NM),OTHER,SVC WIDE SPT
KIRTLAND AFB (NM),OTHER,T&E CENTER
KIRTLAND AFB (NM),OTHER,T&E SPT
KIRTLAND AFB (NM),OTHER,TACTICAL DATA LINK
KIRTLAND AFB (NM),OTHER,TBM
KIRTLAND AFB (NM),OTHER,TENCAP
KIRTLAND AFB (NM),OTHER,TRNG SPT
KIRTLAND AFB (NM),OTHER,WEATHER SERVICE
KIRTLAND AFB (NM),OTHER,WRM EQPT
KIRTLAND AFB (NM),SPACE,IUS
KIRTLAND AFB (NM),SPACE,MLV
KIRTLAND AFB (NM),SPACE,ORS
KIRTLAND AFB (NM),SPACE,SPACE OPS
LACKLAND AFB (TX),AIRCRAFT,A-10
LACKLAND AFB (TX),AIRCRAFT,AT-38
LACKLAND AFB (TX),AIRCRAFT,B-1
LACKLAND AFB (TX),AIRCRAFT,B-2
LACKLAND AFB (TX),AIRCRAFT,B-52
LACKLAND AFB (TX),AIRCRAFT,C-12
LACKLAND AFB (TX),AIRCRAFT,C-130
LACKLAND AFB (TX),AIRCRAFT,C-135
LACKLAND AFB (TX),AIRCRAFT,C-141
LACKLAND AFB (TX),AIRCRAFT,C-17
LACKLAND AFB (TX),AIRCRAFT,C-21
LACKLAND AFB (TX),AIRCRAFT,C-26
LACKLAND AFB (TX),AIRCRAFT,C-5
LACKLAND AFB (TX),AIRCRAFT,C-9
LACKLAND AFB (TX),AIRCRAFT,E-3
LACKLAND AFB (TX),AIRCRAFT,EC-130
LACKLAND AFB (TX),AIRCRAFT,F-15
LACKLAND AFB (TX),AIRCRAFT,F-16
LACKLAND AFB (TX),AIRCRAFT,F-22
LACKLAND AFB (TX),AIRCRAFT,F-35
LACKLAND AFB (TX),AIRCRAFT,GC-130
LACKLAND AFB (TX),AIRCRAFT,HC-130
LACKLAND AFB (TX),AIRCRAFT,HH-60
LACKLAND AFB (TX),AIRCRAFT,KC-10
LACKLAND AFB (TX),AIRCRAFT,KC-135
LACKLAND AFB (TX),AIRCRAFT,LC-130
LACKLAND AFB (TX),AIRCRAFT,MC-12
LACKLAND AFB (TX),AIRCRAFT,MC-130
LACKLAND AFB (TX),AIRCRAFT,MH-53
LACKLAND AFB (TX),AIRCRAFT,MQ-1
LACKLAND AFB (TX),AIRCRAFT,MQ-9
LACKLAND AFB (TX),AIRCRAFT,OC-135
LACKLAND AFB (TX),AIRCRAFT,RC-135
LACKLAND AFB (TX),AIRCRAFT,RC-26
LACKLAND AFB (TX),AIRCRAFT,T-1
LACKLAND AFB (TX),AIRCRAFT,T-37
LACKLAND AFB (TX),AIRCRAFT,T-38
LACKLAND AFB (TX),AIRCRAFT,T-43
LACKLAND AFB (TX),AIRCRAFT,T-6
LACKLAND AFB (TX),AIRCRAFT,TC-135
LACKLAND AFB (TX),AIRCRAFT,TH-53
LACKLAND AFB (TX),AIRCRAFT,UH-1
LACKLAND AFB (TX),AIRCRAFT,WC-130
LACKLAND AFB (TX),AIRCRAFT,WC-135
LACKLAND AFB (TX),MISSILES,AGM-86
LACKLAND AFB (TX),MISSILES,LGM-30
LACKLAND AFB (TX),MUNITIONS,PTO MUNITIONS
LACKLAND AFB (TX),MUNITIONS,WRM AMMO
LACKLAND AFB (TX),OTHER,AFDCGS
LACKLAND AFB (TX),OTHER,AIRCOM
LACKLAND AFB (TX),OTHER,ATCALS
LACKLAND AFB (TX),OTHER,CBRNE DEFENSE
LACKLAND AFB (TX),OTHER,COMMAND CENTER
LACKLAND AFB (TX),OTHER,CONTINGENCY RESPONSE
LACKLAND AFB (TX),OTHER,COUNTER-WMD PROG
LACKLAND AFB (TX),OTHER,CYBER NETWORK
LACKLAND AFB (TX),OTHER,DATA ANALYSIS
LACKLAND AFB (TX),OTHER,DCGS
LACKLAND AFB (TX),OTHER,DEPLOYABLE C3
LACKLAND AFB (TX),OTHER,EW OPS
LACKLAND AFB (TX),OTHER,GDIP
LACKLAND AFB (TX),OTHER,GEOBASE SYS
LACKLAND AFB (TX),OTHER,GLOBAL C4I SYS
LACKLAND AFB (TX),OTHER,IBS
LACKLAND AFB (TX),OTHER,INFO TECH
LACKLAND AFB (TX),OTHER,INFO WARFARE
LACKLAND AFB (TX),OTHER,LONG- HAUL COMM
LACKLAND AFB (TX),OTHER,M&S
LACKLAND AFB (TX),OTHER,MRAP
LACKLAND AFB (TX),OTHER,NUC WPN SPT
LACKLAND AFB (TX),OTHER,OPDEC
LACKLAND AFB (TX),OTHER,OTHER PROGRAMS
LACKLAND AFB (TX),OTHER,PRS
LACKLAND AFB (TX),OTHER,RESERVE SPT
LACKLAND AFB (TX),OTHER,SVC WIDE SPT
LACKLAND AFB (TX),OTHER,T&E SPT
LACKLAND AFB (TX),OTHER,TACTICAL CMD COMM
LACKLAND AFB (TX),OTHER,TACTICAL COMM
LACKLAND AFB (TX),OTHER,TACTICAL CRYPTO
LACKLAND AFB (TX),OTHER,TACTICAL INTEL
LACKLAND AFB (TX),OTHER,TENCAP
LACKLAND AFB (TX),OTHER,TRNG SPT
LACKLAND AFB (TX),OTHER,WEATHER SERVICE
LACKLAND AFB (TX),OTHER,WEATHER WARNING
LACKLAND AFB (TX),OTHER,WRM EQPT
LACKLAND AFB (TX),SPACE,CHEYENNE MTN
LACKLAND AFB (TX),SPACE,DSCS
LACKLAND AFB (TX),SPACE,SBIRS
LACKLAND AFB (TX),SPACE,SPACE OPS
LANGLEY AFB (VA),AIRCRAFT,A-10
LANGLEY AFB (VA),AIRCRAFT,AC-130
LANGLEY AFB (VA),AIRCRAFT,AT-38
LANGLEY AFB (VA),AIRCRAFT,B-1
LANGLEY AFB (VA),AIRCRAFT,B-2
LANGLEY AFB (VA),AIRCRAFT,B-52
LANGLEY AFB (VA),AIRCRAFT,C-12
LANGLEY AFB (VA),AIRCRAFT,C-130
LANGLEY AFB (VA),AIRCRAFT,C-135
LANGLEY AFB (VA),AIRCRAFT,C-137
LANGLEY AFB (VA),AIRCRAFT,C-141
LANGLEY AFB (VA),AIRCRAFT,C-17
LANGLEY AFB (VA),AIRCRAFT,C-20
LANGLEY AFB (VA),AIRCRAFT,C-21
LANGLEY AFB (VA),AIRCRAFT,C-22
LANGLEY AFB (VA),AIRCRAFT,C-27
LANGLEY AFB (VA),AIRCRAFT,C-32
LANGLEY AFB (VA),AIRCRAFT,C-37
LANGLEY AFB (VA),AIRCRAFT,C-38
LANGLEY AFB (VA),AIRCRAFT,C-40
LANGLEY AFB (VA),AIRCRAFT,C-5
LANGLEY AFB (VA),AIRCRAFT,C-9
LANGLEY AFB (VA),AIRCRAFT,CT-43
LANGLEY AFB (VA),AIRCRAFT,CV-22
LANGLEY AFB (VA),AIRCRAFT,E-11
LANGLEY AFB (VA),AIRCRAFT,E-3
LANGLEY AFB (VA),AIRCRAFT,E-4
LANGLEY AFB (VA),AIRCRAFT,E-8
LANGLEY AFB (VA),AIRCRAFT,EC-130
LANGLEY AFB (VA),AIRCRAFT,EC-135
LANGLEY AFB (VA),AIRCRAFT,EF-111
LANGLEY AFB (VA),AIRCRAFT,F-117
LANGLEY AFB (VA),AIRCRAFT,F-15
LANGLEY AFB (VA),AIRCRAFT,F-16
LANGLEY AFB (VA),AIRCRAFT,F-18
LANGLEY AFB (VA),AIRCRAFT,F-22
LANGLEY AFB (VA),AIRCRAFT,F-35
LANGLEY AFB (VA),AIRCRAFT,F-4
LANGLEY AFB (VA),AIRCRAFT,GF-15
LANGLEY AFB (VA),AIRCRAFT,HC-130
LANGLEY AFB (VA),AIRCRAFT,HH-3
LANGLEY AFB (VA),AIRCRAFT,HH-60
LANGLEY AFB (VA),AIRCRAFT,KC-10
LANGLEY AFB (VA),AIRCRAFT,KC-135
LANGLEY AFB (VA),AIRCRAFT,MC-12
LANGLEY AFB (VA),AIRCRAFT,MC-130
LANGLEY AFB (VA),AIRCRAFT,MH-53
LANGLEY AFB (VA),AIRCRAFT,MH-60
LANGLEY AFB (VA),AIRCRAFT,MIG-17
LANGLEY AFB (VA),AIRCRAFT,MQ-1
LANGLEY AFB (VA),AIRCRAFT,MQ-9
LANGLEY AFB (VA),AIRCRAFT,OC-135
LANGLEY AFB (VA),AIRCRAFT,RC-135
LANGLEY AFB (VA),AIRCRAFT,RC-26
LANGLEY AFB (VA),AIRCRAFT,RF-4
LANGLEY AFB (VA),AIRCRAFT,RQ-4
LANGLEY AFB (VA),AIRCRAFT,T-1
LANGLEY AFB (VA),AIRCRAFT,T-37
LANGLEY AFB (VA),AIRCRAFT,T-38
LANGLEY AFB (VA),AIRCRAFT,T-43
LANGLEY AFB (VA),AIRCRAFT,T-6
LANGLEY AFB (VA),AIRCRAFT,TC-130
LANGLEY AFB (VA),AIRCRAFT,TC-135
LANGLEY AFB (VA),AIRCRAFT,TE-8
LANGLEY AFB (VA),AIRCRAFT,TH-53
LANGLEY AFB (VA),AIRCRAFT,TU-2
LANGLEY AFB (VA),AIRCRAFT,U-2
LANGLEY AFB (VA),AIRCRAFT,UAV
LANGLEY AFB (VA),AIRCRAFT,UC-26
LANGLEY AFB (VA),AIRCRAFT,UH-1
LANGLEY AFB (VA),AIRCRAFT,WC-130
LANGLEY AFB (VA),AIRCRAFT,WC-135
LANGLEY AFB (VA),MISSILES,AGM-129
LANGLEY AFB (VA),MISSILES,AGM-86
LANGLEY AFB (VA),MISSILES,LGM-30
LANGLEY AFB (VA),MUNITIONS,AGM-158
LANGLEY AFB (VA),MUNITIONS,AGM-84
LANGLEY AFB (VA),MUNITIONS,AIM-120
LANGLEY AFB (VA),MUNITIONS,CBU-97
LANGLEY AFB (VA),MUNITIONS,JDAM
LANGLEY AFB (VA),MUNITIONS,SDB
LANGLEY AFB (VA),MUNITIONS,TARGETING PODS
LANGLEY AFB (VA),MUNITIONS,WRM AMMO
LANGLEY AFB (VA),OTHER,ADV COMM SYS
LANGLEY AFB (VA),OTHER,AERIAL TARGETS
LANGLEY AFB (VA),OTHER,AFDCGS
LANGLEY AFB (VA),OTHER,AIR TRAFFIC CONTROL
LANGLEY AFB (VA),OTHER,AIRCOM
LANGLEY AFB (VA),OTHER,ATCALS
LANGLEY AFB (VA),OTHER,BATTLE STAFF
LANGLEY AFB (VA),OTHER,C4I SYSTEM
LANGLEY AFB (VA),OTHER,CBRNE DEFENSE
LANGLEY AFB (VA),OTHER,CIVIL SAR
LANGLEY AFB (VA),OTHER,COMMAND CENTER
LANGLEY AFB (VA),OTHER,CONTINGENCY RESPONSE
LANGLEY AFB (VA),OTHER,COUNTER-WMD PROG
LANGLEY AFB (VA),OTHER,C-PROLIF PROG
LANGLEY AFB (VA),OTHER,CTR DRUG OPS
LANGLEY AFB (VA),OTHER,CYBER NETWORK
LANGLEY AFB (VA),OTHER,DATA ANALYSIS
LANGLEY AFB (VA),OTHER,DEFENSE DISSEMINATION PROGRAM
LANGLEY AFB (VA),OTHER,DEPLOYABLE C3
LANGLEY AFB (VA),OTHER,EW EQPT
LANGLEY AFB (VA),OTHER,EW OPS
LANGLEY AFB (VA),OTHER,EXPEDITIONARY EXERCISES
LANGLEY AFB (VA),OTHER,GDIP
LANGLEY AFB (VA),OTHER,GEOBASE SYS
LANGLEY AFB (VA),OTHER,GLOBAL C4I SYS
LANGLEY AFB (VA),OTHER,INFO TECH
LANGLEY AFB (VA),OTHER,INFO WARFARE
LANGLEY AFB (VA),OTHER,JOINT TACT COMM
LANGLEY AFB (VA),OTHER,LIFE SUPPORT SYSTEMS
LANGLEY AFB (VA),OTHER,LONG- HAUL COMM
LANGLEY AFB (VA),OTHER,M&S
LANGLEY AFB (VA),OTHER,MASINT
LANGLEY AFB (VA),OTHER,MGMT SW
LANGLEY AFB (VA),OTHER,MISSION EVALUATION
LANGLEY AFB (VA),OTHER,MISSION PLANNING
LANGLEY AFB (VA),OTHER,MOBILITY CMD CTR
LANGLEY AFB (VA),OTHER,MRAP
LANGLEY AFB (VA),OTHER,NON DOD
LANGLEY AFB (VA),OTHER,OPDEC
LANGLEY AFB (VA),OTHER,OTHER PROGRAMS
LANGLEY AFB (VA),OTHER,PRODUCTIVY ENHANCE
LANGLEY AFB (VA),OTHER,RESERVE SPT
LANGLEY AFB (VA),OTHER,SPACE INNOVATION
LANGLEY AFB (VA),OTHER,STRAT C4I
LANGLEY AFB (VA),OTHER,STUDIES & ANALYSIS
LANGLEY AFB (VA),OTHER,SVC WIDE SPT
LANGLEY AFB (VA),OTHER,T&E CENTER
LANGLEY AFB (VA),OTHER,T&E SPT
LANGLEY AFB (VA),OTHER,TACTICAL CMD COMM
LANGLEY AFB (VA),OTHER,TACTICAL COMM
LANGLEY AFB (VA),OTHER,TACTICAL CRYPTO
LANGLEY AFB (VA),OTHER,TACTICAL DATA LINK
LANGLEY AFB (VA),OTHER,TACTICAL INTEL
LANGLEY AFB (VA),OTHER,TBM
LANGLEY AFB (VA),OTHER,TENCAP
